mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0492091178894043,0.010391944472752454,0.010551261901855468,0.01282239043245582,0.01,5,150,31,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 31}",-0.13113709571363774,-0.12548568642524663,-0.1485895059959669,-0.14107293440877358,-0.15531356954033565,-0.14031975841679206,0.01093747098077905,55
0.04979338645935059,0.014605158745905206,0.0047360420227050785,0.0012104619091260684,0.01,5,150,50,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 50}",-0.13113709571363774,-0.12548568642524663,-0.1485895059959669,-0.14107293440877358,-0.15531356954033565,-0.14031975841679206,0.01093747098077905,55
0.018278217315673827,0.00120117193542239,0.0027033805847167967,0.0003998783645064042,0.01,7,50,15,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 15}",-0.13912723936020344,-0.14113693998470836,-0.16042519012638515,-0.15432703479335044,-0.16274355020769465,-0.15155199089446839,0.009742004611501523,78
0.02481846809387207,0.0076419397914381775,0.0034400463104248048,0.001471720757132671,0.01,7,50,31,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 31}",-0.13912723936020344,-0.13975468639044572,-0.1595018244669082,-0.15037997698569855,-0.16207449589759546,-0.1501676446201703,0.009584000763623849,74
0.026707792282104494,0.007272978396530655,0.003013467788696289,0.0006499694628334055,0.01,7,50,50,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 50}",-0.13912723936020344,-0.13975468639044572,-0.15948031729346399,-0.14990829779707687,-0.1618804371734219,-0.1500301956029224,0.009531090480387297,73
0.04004039764404297,0.01091184277711508,0.0044877052307128905,0.0013981304691982623,0.01,7,100,15,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 15}",-0.13233746329966242,-0.1324470894365135,-0.15345435334188567,-0.14544503641148732,-0.15682615595609292,-0.1441020196891284,0.010251006473937632,65
0.049782514572143555,0.018246568303322695,0.0033546924591064454,0.00038999084246466416,0.01,7,100,31,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 31}",-0.13233746329966242,-0.13110308814014945,-0.15105918290198883,-0.14066324628583354,-0.1549375502161769,-0.1420201061687622,0.009626434368100515,58
0.051070117950439455,0.01470957293778605,0.004114484786987305,0.0006296251910794502,0.01,7,100,50,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 50}",-0.13233746329966242,-0.13110308814014945,-0.15222235620151658,-0.14080352731157728,-0.154264583167305,-0.14214620362404212,0.009678311211578954,59
0.0453432559967041,0.008859617502988916,0.004865169525146484,0.0004476945586699291,0.01,7,150,15,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 15}",-0.1294796141417502,-0.1275415311343505,-0.14841907225194398,-0.14081931640848105,-0.15381107059127097,-0.14001412090555934,0.01027802214359048,54
0.06570253372192383,0.018955448304940916,0.005804967880249023,0.0031494076334798514,0.01,7,150,31,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 31}",-0.1294796141417502,-0.1256400737545568,-0.14724428868560635,-0.13510299585539667,-0.1512687107601859,-0.13774713663949917,0.009949404445744393,44
0.07113661766052246,0.02259957656965032,0.004680919647216797,0.0010374627634853223,0.01,7,150,50,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 50}",-0.1294796141417502,-0.1256400737545568,-0.14851339562880725,-0.13492528780443652,-0.149875709031683,-0.13768681607224675,0.009857911937543488,43
0.015276098251342773,0.00526498758429725,0.002415370941162109,0.0004834204036078997,0.05,3,50,15,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 15}",-0.13688563852303834,-0.130410701031683,-0.14494367830636057,-0.14153644928395603,-0.16148622331999063,-0.14305253809300572,0.010426143891412122,60
0.011104297637939454,0.0014472951528327626,0.0029642581939697266,0.00038601783664968833,0.05,3,50,31,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 31}",-0.13688563852303834,-0.130410701031683,-0.14494367830636057,-0.14153644928395603,-0.16148622331999063,-0.14305253809300572,0.010426143891412122,60
0.011038255691528321,0.0018427530526895508,0.002517890930175781,0.0004422297012596358,0.05,3,50,50,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 50}",-0.13688563852303834,-0.130410701031683,-0.14494367830636057,-0.14153644928395603,-0.16148622331999063,-0.14305253809300572,0.010426143891412122,60
0.01992459297180176,0.0036767713779241804,0.002929878234863281,0.00021730889719080005,0.05,3,100,15,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'num_leaves': 15}",-0.13303692524546654,-0.1283051934549344,-0.1424370277926989,-0.13430339600074578,-0.15678276534209962,-0.13897306156718905,0.01000031511058022,48
0.021175670623779296,0.004263122014228463,0.0031936168670654297,0.0005007507182050449,0.05,3,100,31,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'num_leaves': 31}",-0.13303692524546654,-0.1283051934549344,-0.1424370277926989,-0.13430339600074578,-0.15678276534209962,-0.13897306156718905,0.01000031511058022,48
0.017252159118652344,0.002625055669122361,0.003202056884765625,0.0003987190625191131,0.05,3,100,50,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 100, 'num_leaves': 50}",-0.13303692524546654,-0.1283051934549344,-0.1424370277926989,-0.13430339600074578,-0.15678276534209962,-0.13897306156718905,0.01000031511058022,48
0.02679104804992676,0.009685823199573331,0.0034180164337158205,0.0005981603597230204,0.05,3,150,15,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 150, 'num_leaves': 15}",-0.13206380965163989,-0.1272284128093151,-0.13960064140950698,-0.1334052585189799,-0.15538982020368416,-0.13753758851862521,0.009759875752115411,40
0.024349308013916014,0.008417487334871477,0.00332789421081543,0.0004457812190317377,0.05,3,150,31,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 150, 'num_leaves': 31}",-0.13206380965163989,-0.1272284128093151,-0.13960064140950698,-0.1334052585189799,-0.15538982020368416,-0.13753758851862521,0.009759875752115411,40
0.021178674697875977,0.0030860900635772347,0.003506898880004883,0.00044911210941081655,0.05,3,150,50,"{'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 150, 'num_leaves': 50}",-0.13206380965163989,-0.1272284128093151,-0.13960064140950698,-0.1334052585189799,-0.15538982020368416,-0.13753758851862521,0.009759875752115411,40
0.015309906005859375,0.002778687801603733,0.0023376941680908203,0.0006742483655664992,0.05,5,50,15,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'num_leaves': 15}",-0.13018402345484262,-0.12512983056730434,-0.14332858302553614,-0.13634869492029145,-0.15217084379882348,-0.13743239515335962,0.009560892152598028,36
0.0162229061126709,0.003240179686364104,0.0031455516815185546,0.0005118391157063772,0.05,5,50,31,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'num_leaves': 31}",-0.13018402345484262,-0.12291307653648646,-0.14418429246465045,-0.13453369001634388,-0.1521587438132625,-0.13679476525711717,0.010316710712061592,34
0.01813216209411621,0.0053595583783213226,0.002529144287109375,0.0002975643057807206,0.05,5,50,50,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 50, 'num_leaves': 50}",-0.13018402345484262,-0.12291307653648646,-0.14418429246465045,-0.13453369001634388,-0.1521587438132625,-0.13679476525711717,0.010316710712061592,34
0.024914312362670898,0.00587584549503377,0.0038227081298828126,0.0009107635233301021,0.05,5,100,15,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'num_leaves': 15}",-0.1290944353400832,-0.12502779227006894,-0.14134235729160563,-0.133127010301618,-0.14875821628977118,-0.13546996229862937,0.008558485847992545,28
0.030376577377319337,0.008140372386446005,0.00599212646484375,0.0034560128550873235,0.05,5,100,31,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'num_leaves': 31}",-0.1290944353400832,-0.12343464728711806,-0.14302501505266174,-0.13226286741969936,-0.14992402665557203,-0.13554819835102688,0.009609888689670616,29
0.04026980400085449,0.02846143476070036,0.007547998428344726,0.005152535999796964,0.05,5,100,50,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 100, 'num_leaves': 50}",-0.1290944353400832,-0.12343464728711806,-0.14302501505266174,-0.13226286741969936,-0.14992402665557203,-0.13554819835102688,0.009609888689670616,29
0.060510683059692386,0.04557190558787071,0.009618425369262695,0.007475110544963174,0.05,5,150,15,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 15}",-0.12736273592053993,-0.1255923941563143,-0.14201319089792466,-0.13281705326700494,-0.14817296120236625,-0.13519166708883,0.008650135014133958,22
0.11337528228759766,0.10521785129604351,0.01400446891784668,0.01049758914271723,0.05,5,150,31,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 31}",-0.12736273592053993,-0.12302132965300326,-0.14213002443521564,-0.1318062137575163,-0.14825695215624732,-0.1345154511845045,0.009353359905519729,9
0.05080852508544922,0.03864385173308779,0.007137298583984375,0.007268022591135482,0.05,5,150,50,"{'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 50}",-0.12736273592053993,-0.12302132965300326,-0.14213002443521564,-0.1318062137575163,-0.14825695215624732,-0.1345154511845045,0.009353359905519729,9
0.021849346160888673,0.012428343376770977,0.005744791030883789,0.005420746888497224,0.05,7,50,15,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 15}",-0.12822739995085064,-0.12388613934338813,-0.1429998270527629,-0.13298573958247967,-0.15203581720699416,-0.1360269846272951,0.010221409578043975,33
0.08014297485351562,0.04511595740930777,0.015627002716064452,0.006966369554240253,0.05,7,50,31,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 31}",-0.12822739995085064,-0.1210887578207771,-0.14381465318818307,-0.13102467543150711,-0.1481944854548501,-0.13446999436923363,0.010055665102046382,8
0.10652666091918946,0.05796598517729492,0.014276552200317382,0.005697837100324761,0.05,7,50,50,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 50}",-0.12822739995085064,-0.1210887578207771,-0.14456941811306967,-0.13096288554980548,-0.14932298442097378,-0.13483428917109536,0.010509742231195012,16
0.1202962875366211,0.04514582572669881,0.02139897346496582,0.0023556074601689277,0.05,7,100,15,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 15}",-0.1269224440436426,-0.12457117450128435,-0.14159397933341383,-0.13251602791105468,-0.14925011730300858,-0.1349707486184808,0.009238176846454012,18
0.1499851703643799,0.0672307155649267,0.019047641754150392,0.007890477155397884,0.05,7,100,31,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 31}",-0.1269224440436426,-0.12165981932734785,-0.1418575821655023,-0.13060917944098746,-0.14818711946250696,-0.13384722888799744,0.009764924807495863,2
0.16892671585083008,0.07756903484405148,0.025960111618041994,0.005018553223018507,0.05,7,100,50,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 50}",-0.1269224440436426,-0.12165981932734785,-0.14209362758240657,-0.13045122204055318,-0.14886128477115612,-0.13399767955302128,0.010013293643194946,4
0.1891538143157959,0.08033739430001764,0.026040315628051758,0.0040044363010092905,0.05,7,150,15,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 15}",-0.1265657062457348,-0.12424001254689988,-0.14199741786061731,-0.1326270556173245,-0.14822019313314444,-0.1347300770807442,0.00912051070334779,15
0.2526093006134033,0.08180445554918213,0.03007650375366211,0.003394053751261132,0.05,7,150,31,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 31}",-0.1265657062457348,-0.12272873684903811,-0.1431645429111689,-0.13210373172126344,-0.14773378139582724,-0.1344592998246065,0.009565111045696116,7
0.2628627300262451,0.08458440965003583,0.03287196159362793,0.002929586721403059,0.05,7,150,50,"{'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 50}",-0.1265657062457348,-0.12272873684903811,-0.14334959001462116,-0.1318788451156509,-0.14902672187407076,-0.13470992001982313,0.009975035501047483,14
0.057025718688964847,0.005999676240335614,0.013364171981811524,0.00197788605434639,0.1,3,50,15,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 15}",-0.13412173424213714,-0.12838469327741817,-0.14189708881164462,-0.13554054549418088,-0.15700995686336328,-0.13939080373774881,0.00980242899583803,51
0.059583520889282225,0.005819487127038541,0.014408397674560546,0.004945373388029695,0.1,3,50,31,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 31}",-0.13412173424213714,-0.12838469327741817,-0.14189708881164462,-0.13554054549418088,-0.15700995686336328,-0.13939080373774881,0.00980242899583803,51
0.058388137817382814,0.011701079142993651,0.013280439376831054,0.0015172536482660982,0.1,3,50,50,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'num_leaves': 50}",-0.13412173424213714,-0.12838469327741817,-0.14189708881164462,-0.13554054549418088,-0.15700995686336328,-0.13939080373774881,0.00980242899583803,51
0.09788246154785156,0.017364064169298615,0.017938852310180664,0.003748473230809011,0.1,3,100,15,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'num_leaves': 15}",-0.13104255359848188,-0.12951947311900483,-0.14064873484223822,-0.1346108959456925,-0.1542271020843143,-0.13800975191794634,0.008968228205391842,45
0.08667201995849609,0.01171197792807529,0.01786947250366211,0.0012489204662549048,0.1,3,100,31,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'num_leaves': 31}",-0.13104255359848188,-0.12951947311900483,-0.14064873484223822,-0.1346108959456925,-0.1542271020843143,-0.13800975191794634,0.008968228205391842,45
0.09330606460571289,0.021784818187559497,0.01863861083984375,0.00036050519578383815,0.1,3,100,50,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'num_leaves': 50}",-0.13104255359848188,-0.12951947311900483,-0.14064873484223822,-0.1346108959456925,-0.1542271020843143,-0.13800975191794634,0.008968228205391842,45
0.12486801147460938,0.019979339448118964,0.02226433753967285,0.0017050198501436038,0.1,3,150,15,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'num_leaves': 15}",-0.13025016265344952,-0.1287307949652257,-0.14015743327238067,-0.1344886290965596,-0.15369754808254854,-0.13746491361403282,0.00903264981522768,37
0.12320842742919921,0.020333763962600462,0.02128257751464844,0.00241327032602777,0.1,3,150,31,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'num_leaves': 31}",-0.13025016265344952,-0.1287307949652257,-0.14015743327238067,-0.1344886290965596,-0.15369754808254854,-0.13746491361403282,0.00903264981522768,37
0.12498703002929687,0.02171271382821588,0.019711399078369142,0.0012023132476257539,0.1,3,150,50,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'num_leaves': 50}",-0.13025016265344952,-0.1287307949652257,-0.14015743327238067,-0.1344886290965596,-0.15369754808254854,-0.13746491361403282,0.00903264981522768,37
0.07866249084472657,0.01210777640996925,0.01612262725830078,0.0014429256399827535,0.1,5,50,15,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'num_leaves': 15}",-0.12692146384958372,-0.12238849220019885,-0.14129935749298214,-0.13246309190861028,-0.15136976873394095,-0.1348884348370632,0.010376297772147656,17
0.08377289772033691,0.016667128598642087,0.01601095199584961,0.002285957547292433,0.1,5,50,31,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'num_leaves': 31}",-0.12692146384958372,-0.12400507565095331,-0.14141478647255845,-0.13370826762554958,-0.15113002033438214,-0.13543592278660543,0.009881260834516379,26
0.08203182220458985,0.016691091809600943,0.018012428283691408,0.001391754666776784,0.1,5,50,50,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'num_leaves': 50}",-0.12692146384958372,-0.12400507565095331,-0.14141478647255845,-0.13370826762554958,-0.15113002033438214,-0.13543592278660543,0.009881260834516379,26
0.12727489471435546,0.02326202798003058,0.018541479110717775,0.002442091838120552,0.1,5,100,15,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'num_leaves': 15}",-0.12654489876459,-0.12098770868137083,-0.1404378554194352,-0.13253288170766458,-0.1510511018155843,-0.134310889277729,0.01057122027664477,6
0.13486409187316895,0.029943138064933896,0.022215509414672853,0.0021088216214274597,0.1,5,100,31,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'num_leaves': 31}",-0.12654489876459,-0.1237601443346515,-0.1423742322781568,-0.13314598607515155,-0.1491164821614132,-0.1349883487227926,0.009538492034455285,19
0.12795686721801758,0.03161584365985919,0.021617031097412108,0.0014116178104832898,0.1,5,100,50,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'num_leaves': 50}",-0.12654489876459,-0.1237601443346515,-0.1423742322781568,-0.13314598607515155,-0.1491164821614132,-0.1349883487227926,0.009538492034455285,19
0.179365873336792,0.02904159646179437,0.023311614990234375,0.001414569260119993,0.1,5,150,15,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 15}",-0.12652856958561984,-0.1201550384801396,-0.14105452187243198,-0.13103114609560834,-0.15015988053898452,-0.13378583131455687,0.010648924848854097,1
0.17840266227722168,0.04225119914494589,0.026499032974243164,0.0026686351121800156,0.1,5,150,31,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 31}",-0.12652856958561984,-0.1237469995644601,-0.14106381778273414,-0.13299685726628405,-0.14830291895616235,-0.13452783263105209,0.009110769030268693,11
0.17019762992858886,0.03734405900739201,0.025339746475219728,0.0010649619282068021,0.1,5,150,50,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'num_leaves': 50}",-0.12652856958561984,-0.1237469995644601,-0.14106381778273414,-0.13299685726628405,-0.14830291895616235,-0.13452783263105209,0.009110769030268693,11
0.08415513038635254,0.012107186059855614,0.01582674980163574,0.0018383227051074,0.1,7,50,15,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 15}",-0.1275419020248899,-0.1253694367037745,-0.13912631131264416,-0.12999327795685817,-0.14769818302692136,-0.13394582220501763,0.008320481759406827,3
0.10390663146972656,0.024193252283046703,0.015614128112792969,0.0008781854237658737,0.1,7,50,31,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 31}",-0.1275419020248899,-0.1222989076366328,-0.1425675981701163,-0.13426449661232415,-0.14979253080814375,-0.13529308705042137,0.009931162545654106,24
0.10720152854919433,0.03184140996925947,0.019144678115844728,0.0032074712711683117,0.1,7,50,50,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'num_leaves': 50}",-0.1275419020248899,-0.1222989076366328,-0.14365607298038235,-0.13223086742803317,-0.15132101576234508,-0.13540975316645665,0.010630830019331221,25
0.14733810424804689,0.029374336040830337,0.025148344039916993,0.0050391810472516846,0.1,7,100,15,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 15}",-0.1278463811259603,-0.1250036350440861,-0.14075574389361262,-0.13054598412694327,-0.1467570718288686,-0.1341817632038942,0.00823346344146628,5
0.17351670265197755,0.04299157803929183,0.025934505462646484,0.0021079617564515435,0.1,7,100,31,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 31}",-0.1278463811259603,-0.1226248915772018,-0.1419387103180133,-0.13427870703629696,-0.14971850663785946,-0.13528143933906636,0.00968733124269695,23
0.18046751022338867,0.045257653491748956,0.027958774566650392,0.0026738137088591356,0.1,7,100,50,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'num_leaves': 50}",-0.1278463811259603,-0.1226248915772018,-0.1435561639289339,-0.13188621961251518,-0.14966682178485,-0.13511609560589224,0.01002266841985023,21
0.21103882789611816,0.0469229395443348,0.027701759338378908,0.003788322014868294,0.1,7,150,15,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 15}",-0.13086829862609475,-0.12505615648182017,-0.14155256888580103,-0.12840320413426382,-0.14734919441930963,-0.13464588450945786,0.008417606177022516,13
0.2075331211090088,0.027666302773938774,0.022594451904296875,0.00811574290974209,0.1,7,150,31,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 31}",-0.13086829862609475,-0.12326311843883789,-0.14229354865154423,-0.13246879300063683,-0.1502668282420489,-0.1358321173918325,0.009423822511414532,32
0.15932745933532716,0.013149872767158755,0.013470840454101563,0.0005688756908468769,0.1,7,150,50,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'num_leaves': 50}",-0.13086829862609475,-0.12326311843883789,-0.14524545169640007,-0.12986857205185284,-0.14949954131545165,-0.13574899642572744,0.009935370133053902,31
