ds,y
2021-10-11,15.09000015258789
2021-10-11,226.4499969482422
2021-10-11,104.68000030517578
2021-10-11,449.7000122070313
2021-10-11,53.43999862670898
2021-10-11,255.0500030517578
2021-10-11,35.63999938964844
2021-10-11,325.45001220703125
2021-10-11,393.1600036621094
2021-10-11,173.52000427246094
2021-10-11,110.26000213623048
2021-10-12,37.709999084472656
2021-10-12,35.5099983215332
2021-10-12,173.1300048828125
2021-10-12,390.0700073242188
2021-10-12,52.16999816894531
2021-10-12,162.3665008544922
2021-10-12,142.11000061035156
2021-10-12,277.7200012207031
2021-10-12,141.50999450683594
2021-10-12,268.5733337402344
2021-10-12,54.22999954223633
2021-10-12,223.57000732421875
2021-10-12,15.640000343322754
2021-10-12,169.83999633789062
2021-10-12,446.8699951171875
2021-10-12,279.0
2021-10-12,105.04000091552734
2021-10-12,109.1999969482422
2021-10-12,255.8500061035156
2021-10-12,115.94000244140624
2021-10-12,323.7699890136719
2021-10-12,136.71299743652344
2021-10-12,51.33000183105469
2021-10-12,624.9400024414062
2021-10-12,292.8800048828125
2021-10-13,296.3099975585937
2021-10-13,284.4100036621094
2021-10-13,270.3599853515625
2021-10-13,15.510000228881836
2021-10-13,164.21400451660156
2021-10-13,388.7000122070313
2021-10-13,172.9600067138672
2021-10-13,118.69000244140624
2021-10-13,109.9800033569336
2021-10-13,256.3599853515625
2021-10-13,36.2400016784668
2021-10-13,324.5400085449219
2021-10-13,54.2400016784668
2021-10-13,629.760009765625
2021-10-13,140.91000366210938
2021-10-13,52.2599983215332
2021-10-13,51.34999847412109
2021-10-13,286.6400146484375
2021-10-13,109.16000366210938
2021-10-13,137.89999389648438
2021-10-13,221.77999877929688
2021-10-13,142.44000244140625
2021-10-13,173.2100067138672
2021-10-13,445.2999877929688
2021-10-13,39.88999938964844
2021-10-14,122.02999877929688
2021-10-14,328.5299987792969
2021-10-14,15.449999809265137
2021-10-14,36.27999877929688
2021-10-14,54.61000061035156
2021-10-14,293.8900146484375
2021-10-14,302.75
2021-10-14,51.91999816894531
2021-10-14,111.98999786376952
2021-10-14,112.55999755859376
2021-10-14,174.41000366210938
2021-10-14,217.44000244140625
2021-10-14,450.6600036621094
2021-10-14,141.41200256347656
2021-10-14,144.0500030517578
2021-10-14,173.77999877929688
2021-10-14,633.7999877929688
2021-10-14,389.9400024414063
2021-10-14,39.38999938964844
2021-10-14,53.900001525878906
2021-10-14,164.9929962158203
2021-10-14,266.45001220703125
2021-10-14,272.7733459472656
2021-10-14,143.75999450683594
2021-10-14,290.0199890136719
2021-10-15,628.2899780273438
2021-10-15,123.02999877929688
2021-10-15,452.3900146484375
2021-10-15,114.86000061035156
2021-10-15,141.6750030517578
2021-10-15,281.010009765625
2021-10-15,52.27000045776367
2021-10-15,291.6600036621094
2021-10-15,268.3500061035156
2021-10-15,217.0399932861328
2021-10-15,395.3599853515625
2021-10-15,176.4600067138672
2021-10-15,112.12000274658205
2021-10-15,292.70001220703125
2021-10-15,172.9199981689453
2021-10-15,144.4199981689453
2021-10-15,324.760009765625
2021-10-15,42.790000915527344
2021-10-15,54.459999084472656
2021-10-15,37.709999084472656
2021-10-15,170.4510040283203
2021-10-15,304.2099914550781
2021-10-15,144.83999633789062
2021-10-15,54.47999954223633
2021-10-15,15.699999809265137
2021-10-18,142.33999633789062
2021-10-18,51.90999984741211
2021-10-18,53.93999862670898
2021-10-18,301.3099975585937
2021-10-18,146.5500030517578
2021-10-18,172.33700561523438
2021-10-18,179.97000122070312
2021-10-18,216.97999572753903
2021-10-18,142.9604949951172
2021-10-18,637.969970703125
2021-10-18,270.3299865722656
2021-10-18,115.33999633789062
2021-10-18,54.470001220703125
2021-10-18,39.61000061035156
2021-10-18,335.3399963378906
2021-10-18,123.80999755859376
2021-10-18,15.5600004196167
2021-10-18,291.70001220703125
2021-10-18,43.209999084472656
2021-10-18,461.9500122070313
2021-10-18,171.13999938964844
2021-10-18,393.8900146484375
2021-10-18,290.03668212890625
2021-10-18,116.43000030517578
2021-10-18,307.2900085449219
2021-10-19,148.75999450683594
2021-10-19,52.34999847412109
2021-10-19,298.0299987792969
2021-10-19,639.0
2021-10-19,215.97000122070312
2021-10-19,143.82200622558594
2021-10-19,140.66000366210938
2021-10-19,54.150001525878906
2021-10-19,172.20750427246094
2021-10-19,187.05999755859372
2021-10-19,40.02999877929688
2021-10-19,399.2999877929688
2021-10-19,55.209999084472656
2021-10-19,116.95999908447266
2021-10-19,292.3399963378906
2021-10-19,339.989990234375
2021-10-19,126.79000091552734
2021-10-19,467.0799865722656
2021-10-19,288.0899963378906
2021-10-19,308.2300109863281
2021-10-19,116.33000183105467
2021-10-19,43.150001525878906
2021-10-19,171.17999267578125
2021-10-19,271.70001220703125
2021-10-19,15.420000076293944
2021-10-20,141.2100067138672
2021-10-20,115.58999633789062
2021-10-20,170.7530059814453
2021-10-20,42.93999862670898
2021-10-20,16.040000915527344
2021-10-20,469.7699890136719
2021-10-20,400.8800048828125
2021-10-20,39.77999877929688
2021-10-20,216.1699981689453
2021-10-20,55.369998931884766
2021-10-20,180.10000610351562
2021-10-20,54.630001068115234
2021-10-20,142.4149932861328
2021-10-20,288.6000061035156
2021-10-20,128.69000244140625
2021-10-20,625.1400146484375
2021-10-20,307.4100036621094
2021-10-20,297.6700134277344
2021-10-20,340.7799987792969
2021-10-20,53.61000061035156
2021-10-20,116.38999938964844
2021-10-20,258.3599853515625
2021-10-20,170.5500030517578
2021-10-20,290.0899963378906
2021-10-20,149.25999450683594
2021-10-21,341.8800048828125
2021-10-21,171.33999633789062
2021-10-21,54.34999847412109
2021-10-21,243.2100067138672
2021-10-21,653.1599731445312
2021-10-21,214.33999633789065
2021-10-21,39.970001220703125
2021-10-21,116.29000091552734
2021-10-21,56.0
2021-10-21,139.3300018310547
2021-10-21,43.5
2021-10-21,16.549999237060547
2021-10-21,132.52000427246094
2021-10-21,119.33000183105467
2021-10-21,298.0
2021-10-21,310.760009765625
2021-10-21,149.47999572753906
2021-10-21,53.38999938964844
2021-10-21,289.8099975585937
2021-10-21,142.78050231933594
2021-10-21,402.7699890136719
2021-10-21,179.8000030517578
2021-10-21,171.75050354003906
2021-10-21,305.69000244140625
2021-10-21,477.2300109863281
2021-10-22,138.625
2021-10-22,324.6099853515625
2021-10-22,307.8699951171875
2021-10-22,114.2300033569336
2021-10-22,49.459999084472656
2021-10-22,292.5599975585937
2021-10-22,169.4199981689453
2021-10-22,43.13999938964844
2021-10-22,140.8300018310547
2021-10-22,406.2099914550781
2021-10-22,309.1600036621094
2021-10-22,54.45000076293945
2021-10-22,38.880001068115234
2021-10-22,664.780029296875
2021-10-22,148.69000244140625
2021-10-22,52.93000030517578
2021-10-22,119.81999969482422
2021-10-22,212.97000122070312
2021-10-22,303.2266540527344
2021-10-22,137.6300048828125
2021-10-22,16.280000686645508
2021-10-22,176.6999969482422
2021-10-22,481.989990234375
2021-10-22,240.3999938964844
2021-10-22,166.77749633789062
2021-10-25,138.7729949951172
2021-10-25,49.40999984741211
2021-10-25,293.9200134277344
2021-10-25,41.27000045776367
2021-10-25,113.63999938964844
2021-10-25,406.6199951171875
2021-10-25,122.36000061035156
2021-10-25,52.58000183105469
2021-10-25,166.01849365234375
2021-10-25,212.8699951171875
2021-10-25,311.20001220703125
2021-10-25,490.1000061035156
2021-10-25,54.22999954223633
2021-10-25,140.85000610351562
2021-10-25,48.09000015258789
2021-10-25,16.0
2021-10-25,328.69000244140625
2021-10-25,246.8800048828125
2021-10-25,671.6599731445312
2021-10-25,139.57000732421875
2021-10-25,179.42999267578125
2021-10-25,341.6199951171875
2021-10-25,308.1300048828125
2021-10-25,148.63999938964844
2021-10-25,172.00999450683594
2021-10-26,142.85000610351562
2021-10-26,315.32000732421875
2021-10-26,295.1099853515625
2021-10-26,339.4766540527344
2021-10-26,139.6719970703125
2021-10-26,53.08000183105469
2021-10-26,149.32000732421875
2021-10-26,114.18000030517578
2021-10-26,310.1099853515625
2021-10-26,45.34000015258789
2021-10-26,15.9399995803833
2021-10-26,142.16000366210938
2021-10-26,168.80349731445312
2021-10-26,54.470001220703125
2021-10-26,40.470001220703125
2021-10-26,173.4600067138672
2021-10-26,172.0399932861328
2021-10-26,209.80999755859372
2021-10-26,48.27999877929688
2021-10-26,243.0
2021-10-26,668.52001953125
2021-10-26,122.93000030517578
2021-10-26,396.5700073242188
2021-10-26,485.5299987792969
2021-10-26,315.8099975585937
2021-10-27,122.27999877929688
2021-10-27,15.510000228881836
2021-10-27,55.52000045776367
2021-10-27,345.9533386230469
2021-10-27,141.8300018310547
2021-10-27,312.2200012207031
2021-10-27,489.1099853515625
2021-10-27,45.900001525878906
2021-10-27,662.9199829101562
2021-10-27,234.94000244140625
2021-10-27,136.49000549316406
2021-10-27,169.5500030517578
2021-10-27,323.1700134277344
2021-10-27,216.22000122070312
2021-10-27,52.630001068115234
2021-10-27,47.88999938964844
2021-10-27,206.6100006103516
2021-10-27,146.42750549316406
2021-10-27,113.75
2021-10-27,295.1499938964844
2021-10-27,148.85000610351562
2021-10-27,169.62449645996094
2021-10-27,310.1000061035156
2021-10-27,39.310001373291016
2021-10-27,388.1499938964844
2021-10-28,358.6400146484375
2021-10-28,139.3699951171875
2021-10-28,116.01000213623048
2021-10-28,224.4600067138672
2021-10-28,172.32850646972656
2021-10-28,490.5299987792969
2021-10-28,674.0499877929688
2021-10-28,236.8300018310547
2021-10-28,207.8500061035156
2021-10-28,146.12899780273438
2021-10-28,169.67999267578125
2021-10-28,48.08000183105469
2021-10-28,298.3800048828125
2021-10-28,142.67999267578125
2021-10-28,40.790000915527344
2021-10-28,359.0133361816406
2021-10-28,152.57000732421875
2021-10-28,316.9200134277344
2021-10-28,16.860000610351562
2021-10-28,56.040000915527344
2021-10-28,46.2400016784668
2021-10-28,121.16000366210938
2021-10-28,324.3500061035156
2021-10-28,52.79999923706055
2021-10-28,316.3399963378906
2021-10-29,168.6215057373047
2021-10-29,207.02999877929688
2021-10-29,17.079999923706055
2021-10-29,39.40999984741211
2021-10-29,690.3099975585938
2021-10-29,56.369998931884766
2021-10-29,231.6300048828125
2021-10-29,491.5400085449219
2021-10-29,323.57000732421875
2021-10-29,318.8599853515625
2021-10-29,149.8000030517578
2021-10-29,299.69000244140625
2021-10-29,52.9900016784668
2021-10-29,232.58999633789065
2021-10-29,357.2200012207031
2021-10-29,371.3333435058594
2021-10-29,113.6999969482422
2021-10-29,49.0
2021-10-29,148.27049255371094
2021-10-29,142.99000549316406
2021-10-29,331.6199951171875
2021-10-29,138.4199981689453
2021-10-29,46.630001068115234
2021-10-29,120.2300033569336
2021-10-29,169.07000732421875
2021-11-01,329.9800109863281
2021-11-01,56.16999816894531
2021-11-01,47.869998931884766
2021-11-01,137.57000732421875
2021-11-01,329.3699951171875
2021-11-01,40.84000015258789
2021-11-01,354.8500061035156
2021-11-01,318.67999267578125
2021-11-01,302.760009765625
2021-11-01,114.12000274658205
2021-11-01,170.19000244140625
2021-11-01,49.54999923706055
2021-11-01,231.27999877929688
2021-11-01,125.2300033569336
2021-11-01,239.52999877929688
2021-11-01,148.9600067138672
2021-11-01,52.95000076293945
2021-11-01,214.5800018310547
2021-11-01,402.86334228515625
2021-11-01,681.1699829101562
2021-11-01,165.90550231933594
2021-11-01,143.7740020751953
2021-11-01,142.63999938964844
2021-11-01,491.8699951171875
2021-11-01,17.950000762939453
2021-11-02,18.010000228881836
2021-11-02,165.6374969482422
2021-11-02,114.11000061035156
2021-11-02,390.6666564941406
2021-11-02,325.8699951171875
2021-11-02,150.02000427246094
2021-11-02,46.900001525878906
2021-11-02,52.56999969482422
2021-11-02,41.29999923706055
2021-11-02,49.86000061035156
2021-11-02,237.6100006103516
2021-11-02,212.7700042724609
2021-11-02,496.989990234375
2021-11-02,169.8300018310547
2021-11-02,127.62999725341795
2021-11-02,677.719970703125
2021-11-02,56.09999847412109
2021-11-02,229.4600067138672
2021-11-02,328.0799865722656
2021-11-02,353.20001220703125
2021-11-02,145.86300659179688
2021-11-02,143.92999267578125
2021-11-02,302.95001220703125
2021-11-02,144.05999755859375
2021-11-02,333.1300048828125
2021-11-03,327.5
2021-11-03,213.3800048828125
2021-11-03,354.1099853515625
2021-11-03,46.63999938964844
2021-11-03,502.3299865722656
2021-11-03,130.52999877929688
2021-11-03,230.3800048828125
2021-11-03,404.6199951171875
2021-11-03,170.0800018310547
2021-11-03,151.49000549316406
2021-11-03,144.5
2021-11-03,331.6199951171875
2021-11-03,236.5800018310547
2021-11-03,114.01000213623048
2021-11-03,56.290000915527344
2021-11-03,688.2899780273438
2021-11-03,302.8900146484375
2021-11-03,146.7899932861328
2021-11-03,41.5
2021-11-03,50.38999938964844
2021-11-03,334.0
2021-11-03,52.93999862670898
2021-11-03,145.0500030517578
2021-11-03,18.6299991607666
2021-11-03,169.1999969482422
2021-11-04,668.4000244140625
2021-11-04,150.9600067138672
2021-11-04,170.27999877929688
2021-11-04,19.420000076293945
2021-11-04,242.6000061035156
2021-11-04,356.6600036621094
2021-11-04,335.8500061035156
2021-11-04,117.79000091552734
2021-11-04,51.84999847412109
2021-11-04,144.52999877929688
2021-11-04,228.22000122070312
2021-11-04,50.310001373291016
2021-11-04,145.32000732421875
2021-11-04,47.84000015258789
2021-11-04,515.6199951171875
2021-11-04,43.119998931884766
2021-11-04,336.44000244140625
2021-11-04,409.9700012207031
2021-11-04,308.0400085449219
2021-11-04,148.68299865722656
2021-11-04,137.5
2021-11-04,213.02999877929688
2021-11-04,173.85000610351562
2021-11-04,56.59999847412109
2021-11-04,331.8999938964844
2021-11-05,645.719970703125
2021-11-05,341.1300048828125
2021-11-05,175.94949340820312
2021-11-05,175.6300048828125
2021-11-05,336.0599975585937
2021-11-05,142.5500030517578
2021-11-05,56.84000015258789
2021-11-05,46.38999938964844
2021-11-05,136.33999633789062
2021-11-05,117.8000030517578
2021-11-05,364.3699951171875
2021-11-05,19.290000915527344
2021-11-05,146.0399932861328
2021-11-05,42.290000915527344
2021-11-05,149.24099731445312
2021-11-05,50.91999816894531
2021-11-05,338.489990234375
2021-11-05,307.25
2021-11-05,407.36334228515625
2021-11-05,224.4600067138672
2021-11-05,225.77999877929688
2021-11-05,52.2400016784668
2021-11-05,151.27999877929688
2021-11-05,237.8999938964844
2021-11-05,513.1199951171875
2021-11-08,222.67999267578125
2021-11-08,363.2699890136719
2021-11-08,503.80999755859375
2021-11-08,43.20000076293945
2021-11-08,47.11000061035156
2021-11-08,176.8699951171875
2021-11-08,150.16000366210938
2021-11-08,241.6199951171875
2021-11-08,651.4500122070312
2021-11-08,142.0399932861328
2021-11-08,52.33000183105469
2021-11-08,20.149999618530277
2021-11-08,144.9499969482422
2021-11-08,149.35150146484375
2021-11-08,51.54999923706055
2021-11-08,309.9599914550781
2021-11-08,350.1700134277344
2021-11-08,387.6466674804688
2021-11-08,229.4199981689453
2021-11-08,150.44000244140625
2021-11-08,338.6199951171875
2021-11-08,120.91000366210938
2021-11-08,336.989990234375
2021-11-08,174.44900512695312
2021-11-08,56.33000183105469
2021-11-09,121.77999877929688
2021-11-09,335.95001220703125
2021-11-09,44.29999923706055
2021-11-09,20.1200008392334
2021-11-09,178.81149291992188
2021-11-09,149.24850463867188
2021-11-09,655.989990234375
2021-11-09,40.63999938964844
2021-11-09,508.7099914550781
2021-11-09,309.7099914550781
2021-11-09,56.4900016784668
2021-11-09,364.5199890136719
2021-11-09,352.6099853515625
2021-11-09,148.9199981689453
2021-11-09,51.20000076293945
2021-11-09,145.38999938964844
2021-11-09,341.1666564941406
2021-11-09,335.3699951171875
2021-11-09,239.38999938964844
2021-11-09,52.2400016784668
2021-11-09,146.38999938964844
2021-11-09,205.4199981689453
2021-11-09,220.7899932861328
2021-11-09,175.11000061035156
2021-11-09,150.80999755859375
2021-11-10,44.33000183105469
2021-11-10,327.6400146484375
2021-11-10,50.7599983215332
2021-11-10,330.79998779296875
2021-11-10,139.8699951171875
2021-11-10,146.62600708007812
2021-11-10,56.720001220703125
2021-11-10,204.63999938964844
2021-11-10,505.510009765625
2021-11-10,174.4499969482422
2021-11-10,646.9099731445312
2021-11-10,118.1999969482422
2021-11-10,147.9199981689453
2021-11-10,146.82000732421875
2021-11-10,174.1024932861328
2021-11-10,52.59999847412109
2021-11-10,362.1000061035156
2021-11-10,355.9833374023437
2021-11-10,231.47999572753903
2021-11-10,337.1099853515625
2021-11-10,299.6700134277344
2021-11-10,139.4600067138672
2021-11-10,39.54999923706055
2021-11-10,218.5
2021-11-10,19.36000061035156
2021-11-11,302.9800109863281
2021-11-11,147.8699951171875
2021-11-11,657.5800170898438
2021-11-11,56.7400016784668
2021-11-11,141.32000732421875
2021-11-11,146.39999389648438
2021-11-11,47.58000183105469
2021-11-11,146.7480010986328
2021-11-11,173.625
2021-11-11,146.00999450683594
2021-11-11,332.42999267578125
2021-11-11,42.20000076293945
2021-11-11,52.45000076293945
2021-11-11,327.739990234375
2021-11-11,118.19000244140624
2021-11-11,359.94000244140625
2021-11-11,512.1799926757812
2021-11-11,219.3800048828125
2021-11-11,250.4900054931641
2021-11-11,50.52999877929688
2021-11-11,343.6199951171875
2021-11-11,162.11000061035156
2021-11-11,19.549999237060547
2021-11-11,202.02999877929688
2021-11-11,354.5033264160156
2021-11-12,118.69000244140624
2021-11-12,340.8900146484375
2021-11-12,517.1699829101562
2021-11-12,149.64549255371094
2021-11-12,147.88999938964844
2021-11-12,50.310001373291016
2021-11-12,19.5
2021-11-12,146.55999755859375
2021-11-12,344.47332763671875
2021-11-12,251.6199951171875
2021-11-12,149.99000549316406
2021-11-12,52.34000015258789
2021-11-12,359.6499938964844
2021-11-12,349.07000732421875
2021-11-12,306.6499938964844
2021-11-12,159.6300048828125
2021-11-12,176.25750732421875
2021-11-12,208.3000030517578
2021-11-12,143.0
2021-11-12,56.61000061035156
2021-11-12,42.66999816894531
2021-11-12,682.6099853515625
2021-11-12,48.52999877929688
2021-11-12,220.9600067138672
2021-11-12,336.7200012207031
2021-11-15,233.08999633789065
2021-11-15,244.7100067138672
2021-11-15,212.5399932861328
2021-11-15,519.8900146484375
2021-11-15,146.49000549316406
2021-11-15,52.400001525878906
2021-11-15,360.0
2021-11-15,337.7966613769531
2021-11-15,177.28399658203125
2021-11-15,149.38800048828125
2021-11-15,142.8000030517578
2021-11-15,147.39999389648438
2021-11-15,150.0
2021-11-15,50.31999969482422
2021-11-15,679.3300170898438
2021-11-15,305.489990234375
2021-11-15,19.86000061035156
2021-11-15,345.79998779296875
2021-11-15,347.5599975585937
2021-11-15,56.619998931884766
2021-11-15,118.12000274658205
2021-11-15,336.07000732421875
2021-11-15,158.42999267578125
2021-11-15,47.5
2021-11-15,40.56999969482422
2021-11-16,144.22000122070312
2021-11-16,251.58999633789065
2021-11-16,342.9599914550781
2021-11-16,40.66999816894531
2021-11-16,177.03500366210938
2021-11-16,147.19000244140625
2021-11-16,158.8300018310547
2021-11-16,215.6699981689453
2021-11-16,56.220001220703125
2021-11-16,526.719970703125
2021-11-16,339.510009765625
2021-11-16,50.0
2021-11-16,149.0760040283203
2021-11-16,225.8000030517578
2021-11-16,687.4000244140625
2021-11-16,152.4499969482422
2021-11-16,351.57666015625
2021-11-16,50.61000061035156
2021-11-16,118.08000183105467
2021-11-16,307.0899963378906
2021-11-16,353.75
2021-11-16,354.6000061035156
2021-11-16,19.790000915527344
2021-11-16,151.0
2021-11-16,52.060001373291016
2021-11-17,19.959999084472656
2021-11-17,206.2700042724609
2021-11-17,51.72999954223633
2021-11-17,39.66999816894531
2021-11-17,691.6900024414062
2021-11-17,153.49000549316406
2021-11-17,145.0800018310547
2021-11-17,48.29999923706055
2021-11-17,157.3300018310547
2021-11-17,226.6199951171875
2021-11-17,55.90999984741211
2021-11-17,149.06199645996094
2021-11-17,339.1199951171875
2021-11-17,50.22999954223633
2021-11-17,147.10000610351562
2021-11-17,353.9599914550781
2021-11-17,151.33999633789062
2021-11-17,356.0
2021-11-17,119.05999755859376
2021-11-17,340.7699890136719
2021-11-17,526.2899780273438
2021-11-17,363.0033264160156
2021-11-17,308.0199890136719
2021-11-17,177.4499969482422
2021-11-17,254.8600006103516
2021-11-18,146.85000610351562
2021-11-18,147.1199951171875
2021-11-18,365.4599914550781
2021-11-18,529.3699951171875
2021-11-18,38.40999984741211
2021-11-18,155.5800018310547
2021-11-18,341.2699890136719
2021-11-18,365.6499938964844
2021-11-18,351.4200134277344
2021-11-18,200.5
2021-11-18,49.68000030517578
2021-11-18,155.02000427246094
2021-11-18,184.8029937744141
2021-11-18,254.47999572753903
2021-11-18,123.38999938964844
2021-11-18,338.69000244140625
2021-11-18,51.2400016784668
2021-11-18,55.40999984741211
2021-11-18,150.70899963378906
2021-11-18,19.559999465942383
2021-11-18,302.989990234375
2021-11-18,682.02001953125
2021-11-18,157.8699951171875
2021-11-18,47.27000045776367
2021-11-18,227.25
2021-11-19,193.6100006103516
2021-11-19,124.26000213623048
2021-11-19,19.38999938964844
2021-11-19,214.1300048828125
2021-11-19,343.1099853515625
2021-11-19,379.0199890136719
2021-11-19,38.65999984741211
2021-11-19,267.739990234375
2021-11-19,353.1300048828125
2021-11-19,368.7799987792969
2021-11-19,146.82000732421875
2021-11-19,160.5500030517578
2021-11-19,50.86000061035156
2021-11-19,301.1700134277344
2021-11-19,46.88999938964844
2021-11-19,155.41000366210938
2021-11-19,678.7999877929688
2021-11-19,533.7899780273438
2021-11-19,146.44000244140625
2021-11-19,183.82850646972656
2021-11-19,345.29998779296875
2021-11-19,149.95249938964844
2021-11-19,55.130001068115234
2021-11-19,49.52000045776367
2021-11-19,154.0
2021-11-22,209.8999938964844
2021-11-22,55.470001220703125
2021-11-22,20.479999542236328
2021-11-22,343.8599853515625
2021-11-22,124.75
2021-11-22,189.47999572753903
2021-11-22,296.8399963378906
2021-11-22,51.540000915527344
2021-11-22,261.1199951171875
2021-11-22,341.010009765625
2021-11-22,178.6284942626953
2021-11-22,152.52000427246094
2021-11-22,49.83000183105469
2021-11-22,47.38999938964844
2021-11-22,659.2000122070312
2021-11-22,539.6500244140625
2021-11-22,339.8299865722656
2021-11-22,385.6233215332031
2021-11-22,154.16000366210938
2021-11-22,144.38999938964844
