Date,VADER_Compound_Mean
2022-04-21,0.1491632603406326
2022-04-22,0.14182897196261682
2022-04-23,0.07946420233463035
2022-04-24,0.23358847736625515
2022-04-25,0.129359649122807
2022-04-26,0.09305533498759305
2022-04-27,0.120220293398533
2022-04-28,0.08885850622406638
2022-04-29,0.1479842019543974
2022-04-30,0.1796094827586207
2022-05-01,0.2684737051792829
2022-05-02,0.20705681818181818
2022-05-03,0.18601478260869567
2022-05-04,0.14783507462686565
2022-05-05,0.16048893805309733
2022-05-06,0.14586317689530687
2022-05-07,0.14505413533834588
2022-05-08,0.07955310344827586
2022-05-09,0.14238654545454546
2022-05-10,0.09212758620689654
2022-05-11,0.08142477064220184
2022-05-12,0.1290545751633987
2022-05-13,0.20237016806722688
2022-05-14,0.20199565217391305
2022-05-15,0.1578778350515464
2022-05-16,0.10605508474576271
2022-05-17,0.16396931818181817
2022-05-18,0.0798801302931596
2022-05-19,0.06342464285714286
2022-05-20,0.19088371428571427
2022-05-21,0.0942099150141643
2022-05-22,0.20967916666666667
2022-05-23,0.1307875939849624
2022-05-24,0.1327617021276596
2022-05-25,0.10452565217391305
2022-05-26,0.15969132653061224
2022-05-27,0.23092596899224804
2022-05-28,0.1343944
2022-05-29,0.20956860465116278
2022-05-30,0.16200086206896552
2022-05-31,0.22790467836257308
2022-06-01,0.14651512195121952
2022-06-02,0.21732625482625484
2022-06-03,0.08386973293768546
2022-06-04,0.15804298245614035
2022-06-05,0.1479701754385965
2022-06-06,0.16484206896551726
2022-06-07,0.12271132075471697
2022-06-08,0.18111573604060913
2022-06-09,0.19256813725490196
2022-06-10,0.155756640625
2022-06-11,0.09068363636363637
2022-06-12,0.05820943396226415
2022-06-13,0.1420798245614035
2022-06-14,0.1363645390070922
2022-06-15,0.21362530864197532
2022-06-16,0.10834046242774566
2022-06-17,0.07438677685950414
2022-06-18,0.2292198275862069
2022-06-19,0.12427311827956988
2022-06-20,0.2657242718446602
2022-06-21,0.1663568181818182
2022-06-22,0.1762125786163522
2022-06-23,0.11745874999999999
2022-06-24,0.19849999999999998
2022-06-25,0.19555333333333336
2022-06-26,0.22056701030927833
2022-06-27,0.24425151515151516
2022-06-28,0.22937385620915032
2022-06-29,0.15305443786982248
2022-06-30,0.10495032679738563
2022-07-01,0.09744723926380368
2022-07-02,0.13342213740458017
2022-07-03,0.10881071428571429
2022-07-04,0.17651020408163265
2022-07-05,0.11583869047619047
2022-07-06,0.16791602209944753
2022-07-07,0.14152114285714287
2022-07-08,0.24672321428571428
2022-07-09,0.22028270676691727
2022-07-10,0.19874666666666668
2022-07-11,0.2189469483568075
2022-07-12,0.1625813953488372
2022-07-13,0.17486931216931217
2022-07-14,0.17484235294117645
2022-07-15,0.23297383720930231
2022-07-16,0.10424901960784314
2022-07-17,0.24816222222222223
2022-07-18,0.17895
2022-07-19,0.09945162790697674
2022-07-20,0.13865
2022-07-21,0.16036996587030716
2022-07-22,0.17722584269662922
2022-07-23,0.12917022900763359
2022-07-24,0.1243189024390244
2022-07-25,0.23885740740740743
2022-07-26,0.09181187214611872
2022-07-27,0.1888668316831683
2022-07-28,0.16125466179159048
2022-07-29,0.23498196078431371
2022-07-30,0.15831875
2022-07-31,0.16642966101694914
2022-08-01,0.1746622448979592
2022-08-02,0.1768747474747475
2022-08-03,0.1897919431279621
2022-08-04,0.197724
2022-08-05,0.2319547325102881
2022-08-06,0.2636
2022-08-07,0.15041076923076924
2022-08-08,0.16475471698113206
2022-08-09,0.16983791469194312
2022-08-10,0.18020557184750732
2022-08-11,0.19796057692307695
2022-08-12,0.16938504672897198
2022-08-13,0.15696524822695038
2022-08-14,0.23107878787878788
2022-08-15,0.21005162601626015
2022-08-16,0.1858074418604651
2022-08-17,0.08229142857142858
2022-08-18,0.18817358490566038
2022-08-19,0.23904370860927152
2022-08-20,0.13032021276595745
2022-08-21,0.2870948905109489
2022-08-22,0.19133692307692307
2022-08-23,0.13699086294416243
2022-08-24,0.15923609756097562
2022-08-25,0.15443536585365855
2022-08-26,0.2257558011049724
2022-08-27,0.17266923076923077
2022-08-28,0.20237804878048782
2022-08-29,0.18420828025477706
2022-08-30,0.2235194805194805
2022-08-31,0.2103189393939394
2022-09-01,0.15466543209876543
2022-09-02,0.193043216080402
2022-09-03,0.2665484615384615
2022-09-04,0.24659999999999999
2022-09-05,0.12064399999999999
2022-09-06,0.16702151898734177
2022-09-07,0.10936635071090048
2022-09-08,0.11391933701657458
2022-09-09,0.1979763157894737
2022-09-10,0.21305476190476189
2022-09-11,0.30054318181818185
2022-09-12,0.15665301204819276
2022-09-13,0.17991920903954803
2022-09-14,0.1551593137254902
2022-09-15,0.1806639534883721
2022-09-16,0.22919106145251394
2022-09-17,0.23688166666666666
2022-09-18,0.1717504424778761
2022-09-19,0.1965309523809524
2022-09-20,0.08205336787564767
2022-09-21,0.14972085889570552
2022-09-22,0.12874787234042553
2022-09-23,0.14913055555555554
2022-09-24,0.20893548387096775
2022-09-25,0.1092715909090909
2022-09-26,0.1351975155279503
2022-09-27,0.15795443037974685
2022-09-28,0.11323434782608696
2022-09-29,0.07726294642857143
