Date,VADER_Compound_Mean
2021-09-30,0.28753932584269665
2021-10-01,0.25753169642857143
2021-10-02,0.2310269938650307
2021-10-03,0.30008725490196075
2021-10-04,0.12480276816608996
2021-10-05,0.09170335195530725
2021-10-06,0.19669130434782608
2021-10-07,0.21809442060085837
2021-10-08,0.26032091503267973
2021-10-09,0.21389797297297297
2021-10-10,0.25883537414965985
2021-10-11,0.18009208633093526
2021-10-12,0.19114888888888887
2021-10-13,0.18107150837988825
2021-10-14,0.24060625000000002
2021-10-15,0.12569465020576132
2021-10-16,0.26399662162162163
2021-10-17,0.2347748717948718
2021-10-18,0.21371380597014925
2021-10-19,0.2098559670781893
2021-10-20,0.15434369230769232
2021-10-21,0.1494359589041096
2021-10-22,0.1541228187919463
2021-10-23,0.19753181818181817
2021-10-24,0.27608315217391305
2021-10-25,0.1716366718027735
2021-10-26,0.15859916434540391
2021-10-27,0.14462760942760944
2021-10-28,0.12109633027522936
2021-10-29,0.17649133663366334
2021-10-30,0.28415085714285715
2021-10-31,0.3424536144578313
2021-11-01,0.2197848410757946
2021-11-02,0.2067270588235294
2021-11-03,0.16274601769911504
2021-11-04,0.215537890625
2021-11-05,0.21012436974789916
2021-11-06,0.2430593023255814
2021-11-07,0.21108924302788845
2021-11-08,0.18739545454545453
2021-11-09,0.18691633333333332
2021-11-10,0.1783038348082596
2021-11-11,0.2178452755905512
2021-11-12,0.2668181818181818
2021-11-13,0.24270568181818183
2021-11-14,0.19462681818181818
2021-11-15,0.19300037735849057
2021-11-16,0.24320789473684207
2021-11-17,0.23597659574468086
2021-11-18,0.2107088888888889
2021-11-19,0.19317071428571428
2021-11-20,0.22721874999999997
2021-11-21,0.19591590909090909
2021-11-22,0.22033829113924053
2021-11-23,0.2267590909090909
2021-11-24,0.24983125
2021-11-25,0.30298652482269506
2021-11-26,0.09992710843373495
2021-11-27,0.18038282828282828
2021-11-28,0.3074038759689922
2021-11-29,0.3143254054054054
2021-11-30,0.1392990566037736
2021-12-01,0.155196062992126
2021-12-02,0.18103620689655173
2021-12-03,0.19224954545454545
2021-12-04,0.30678596491228066
2021-12-05,0.25690212765957443
2021-12-06,0.19124311594202897
2021-12-07,0.19779430604982207
2021-12-08,0.22540135746606332
2021-12-09,0.18395341365461848
2021-12-10,0.1595542857142857
2021-12-11,0.17041030303030302
2021-12-12,0.18249268292682927
2021-12-13,0.1676033088235294
2021-12-14,0.1204469298245614
2021-12-15,0.21683607305936073
2021-12-16,0.24834562211981567
2021-12-17,0.21791479591836735
2021-12-18,0.2624177631578948
2021-12-19,0.32069508196721314
2021-12-20,0.1699178010471204
2021-12-21,0.18127777777777776
2021-12-22,0.20262581818181818
2021-12-23,0.2769842741935484
2021-12-24,0.29135703125
2021-12-25,0.4264351063829787
2021-12-26,0.2761741935483871
2021-12-27,0.22331072796934867
2021-12-28,0.20089123505976098
2021-12-29,0.1789450354609929
2021-12-30,0.18599395017793593
2021-12-31,0.25971377952755903
2022-01-01,0.27037826086956523
2022-01-02,0.18293118644067796
2022-01-03,0.14798873517786562
2022-01-04,0.1656595238095238
2022-01-05,0.1292054474708171
2022-01-06,0.16521755319148937
2022-01-07,0.16073598484848484
2022-01-08,0.22275
2022-01-09,0.10249349593495935
2022-01-10,0.2246656603773585
2022-01-11,0.1617576530612245
2022-01-12,0.22121089494163423
2022-01-13,0.19988523206751055
2022-01-14,0.2152721189591078
2022-01-15,0.18785384615384615
2022-01-16,0.1671828947368421
2022-01-17,0.1892637037037037
2022-01-18,0.20664494382022472
2022-01-19,0.1494586387434555
2022-01-20,0.09979465648854961
2022-01-21,0.1264115294117647
2022-01-22,0.14276845238095237
2022-01-23,0.16032514619883043
2022-01-24,0.1993388625592417
2022-01-25,0.1928234693877551
2022-01-26,0.20278901601830665
2022-01-27,0.113903
2022-01-28,0.2054186588921283
2022-01-29,0.18721458333333332
2022-01-30,0.19128442906574394
2022-01-31,0.25173769470404983
2022-02-01,0.1748521327014218
2022-02-02,0.06563439363817097
2022-02-03,0.08274865350089766
2022-02-04,0.14660161616161618
2022-02-05,0.28396173913043476
2022-02-06,0.11458026905829596
2022-02-07,0.14658365758754863
2022-02-08,0.20104984227129336
2022-02-09,0.18795697674418604
2022-02-10,0.17111701030927834
2022-02-11,0.17372410714285716
2022-02-12,0.16927866666666666
2022-02-13,0.17080959999999998
2022-02-14,0.22711327800829875
2022-02-15,0.26798916256157634
2022-02-16,0.20318185185185184
2022-02-17,0.181668669527897
2022-02-18,0.21743365853658536
2022-02-19,0.16419814814814815
2022-02-20,0.30234931506849316
2022-02-21,0.22491509433962262
2022-02-22,0.17984473684210528
2022-02-23,0.13595032894736842
2022-02-24,0.08489905660377359
2022-02-25,0.24457741935483873
2022-02-26,0.08642903225806452
2022-02-27,0.1995015503875969
2022-02-28,0.1518395238095238
2022-03-01,0.18821046511627906
2022-03-02,0.1863826923076923
2022-03-03,0.2305776649746193
2022-03-04,0.2133789256198347
2022-03-05,0.312265625
2022-03-06,0.18364761904761906
2022-03-07,0.12260563380281692
2022-03-08,0.0704402489626556
2022-03-09,0.1751671388101983
2022-03-10,0.23331884615384615
2022-03-11,0.04058333333333333
2022-03-12,0.08564545454545454
2022-03-13,0.21664495412844037
2022-03-14,0.07858172588832488
2022-03-15,0.1814362385321101
2022-03-16,0.19867525773195877
2022-03-17,0.26756521739130434
2022-03-18,0.2263671641791045
2022-03-19,0.11576796116504853
2022-03-20,0.04123247863247863
2022-03-21,0.15776986301369864
2022-03-22,0.21691731343283582
2022-03-23,0.19938829787234041
2022-03-24,0.23926373626373626
2022-03-25,0.18475901639344264
2022-03-26,0.25336000000000003
2022-03-27,0.1749795811518325
2022-03-28,0.17743894389438944
2022-03-29,0.22231069958847738
2022-03-30,0.17445962441314555
2022-03-31,0.2207952153110048
2022-04-01,0.1191263358778626
2022-04-02,0.2269966850828729
2022-04-03,0.20674186046511628
2022-04-04,0.23361577060931898
2022-04-05,0.20174583333333332
2022-04-06,0.14550460829493087
2022-04-07,0.17881361502347418
2022-04-08,0.23524196428571426
2022-04-09,0.33457534246575343
2022-04-10,0.22423307086614172
2022-04-11,0.1481825327510917
2022-04-12,0.19185966850828728
2022-04-13,0.17106929824561404
2022-04-14,0.15815985663082438
2022-04-15,0.09173398692810457
2022-04-16,0.1992581560283688
2022-04-17,0.12486739130434783
2022-04-18,0.11644120603015076
2022-04-19,0.04311421319796955
2022-04-20,0.1201643537414966
