Date,Close,roberta_positive_avg,Close_norm,Sentiment_norm,sentiment_avg_3,sentiment_avg_5
2022-05-31,186.19000244140625,0.4193721974918032,0.318476077755341,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,85.20999908447266,0.4193721974918032,0.1348426909594219,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,467.9700012207031,0.4193721974918032,0.8308964955314446,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,131.39999389648438,0.4193721974918032,0.2188397686128486,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,44.41999816894531,0.4193721974918032,0.0606655690885637,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,160.24000549316406,0.4193721974918032,0.271285686900375,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,51.290000915527344,0.4193721974918032,0.0731587541718805,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,110.44000244140624,0.4193721974918032,0.1807237645510876,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,117.79000091552734,0.4193721974918032,0.194089827809938,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,13.68000030517578,0.4193721974918032,0.0047645022419886,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,466.2200012207031,0.4193721974918032,0.8277140988567588,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,147.8800048828125,0.4193721974918032,0.2488088727052342,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,193.63999938964844,0.4193721974918032,0.3320239894779151,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,120.20950317382812,0.4193721974918032,0.1984897226334871,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,114.03900146484376,0.4193721974918032,0.187268588850736,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,271.8699951171875,0.4193721974918032,0.4742862056287715,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,148.83999633789062,0.4193721974918032,0.2505546290563013,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,197.44000244140625,0.4193721974918032,0.3389343420926064,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,95.3000030517578,0.4193721974918032,0.1531914881440241,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,63.380001068115234,0.4193721974918032,0.095144569190478,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-05-31,101.86000061035156,0.4193721974918032,0.1651209249534043,0.7339360582004885,0.7339360582004885,0.7339360582004885
2022-06-01,51.400001525878906,0.3349642834456521,0.0733587916442212,0.4020863106561222,0.6233194756856998,0.6675661086916153
2022-06-01,176.07000732421875,0.3349642834456521,0.3000727412931849,0.4020863106561222,0.512702893170911,0.6011961591827419
2022-06-01,44.11000061035156,0.3349642834456521,0.0601018346887754,0.4020863106561222,0.4020863106561222,0.5348262096738686
2022-06-01,130.64999389648438,0.3349642834456521,0.2174758843236976,0.4020863106561222,0.4020863106561222,0.4684562601649954
2022-06-01,116.08999633789062,0.3349642834456521,0.1909983484300399,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,182.4900054931641,0.3349642834456521,0.3117475874785221,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,82.4800033569336,0.3349642834456521,0.1298781599164353,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,17.56999969482422,0.3349642834456521,0.0118385143117867,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,148.94000244140625,0.3349642834456521,0.2507364913941735,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,22.920000076293945,0.3349642834456521,0.0215675562681048,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,464.25,0.3349642834456521,0.8241316272373918,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,109.19000244140624,0.3349642834456521,0.1784506240691692,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,114.13700103759766,0.3349642834456521,0.1874468022875661,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,13.550000190734863,0.3349642834456521,0.0045280954237569,0.4020863106561222,0.4020863106561222,0.4020863106561222
2022-06-01,456.989990234375,0.3349642834456521,0.8109292095594999,0.4020863106561222,0.4020863106561222,0.4020863106561222
