Date,Close,roberta_positive_avg,Close_norm,Sentiment_norm,sentiment_avg_3,sentiment_avg_5,lag_close_1,lag_close_2,lag_close_3,lag_sentiment_1,lag_sentiment_2,lag_sentiment_3,roll_mean_3,roll_std_3,target
2022-05-31,95.3000030517578,0.4193721974918032,0.1531914881440241,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.095144569190478,0.1651209249534043,0.318476077755341,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.1378189940959688,0.03743538127771678,0.3389343420926064
2022-05-31,197.44000244140625,0.4193721974918032,0.3389343420926064,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.1531914881440241,0.095144569190478,0.1651209249534043,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.19575679980903615,0.12734684001094237,0.4742862056287715
2022-05-31,271.8699951171875,0.4193721974918032,0.4742862056287715,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.3389343420926064,0.1531914881440241,0.095144569190478,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.3221373452884673,0.16120502078217397,0.187268588850736
2022-05-31,114.03900146484376,0.4193721974918032,0.187268588850736,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.4742862056287715,0.3389343420926064,0.1531914881440241,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.33349637885737127,0.14358606014633402,0.1984897226334871
2022-05-31,120.20950317382812,0.4193721974918032,0.1984897226334871,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.187268588850736,0.4742862056287715,0.3389343420926064,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.28668150570433154,0.1625672815671929,0.3320239894779151
2022-05-31,193.63999938964844,0.4193721974918032,0.3320239894779151,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.1984897226334871,0.187268588850736,0.4742862056287715,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.23926076698737941,0.08053098810994483,0.2488088727052342
2022-05-31,147.8800048828125,0.4193721974918032,0.2488088727052342,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.3320239894779151,0.1984897226334871,0.187268588850736,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.2597741949388788,0.06743907490606227,0.2505546290563013
2022-05-31,148.83999633789062,0.4193721974918032,0.2505546290563013,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.2488088727052342,0.3320239894779151,0.1984897226334871,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.2771291637464835,0.047548326315155515,0.0047645022419886
2022-05-31,13.68000030517578,0.4193721974918032,0.0047645022419886,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.2505546290563013,0.2488088727052342,0.3320239894779151,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.1680426680011747,0.14140573353500382,0.194089827809938
2022-05-31,117.79000091552734,0.4193721974918032,0.194089827809938,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.0047645022419886,0.2505546290563013,0.2488088727052342,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.14980298636940928,0.12874078550883894,0.1807237645510876
2022-05-31,110.44000244140624,0.4193721974918032,0.1807237645510876,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.194089827809938,0.0047645022419886,0.2505546290563013,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.12652603153433803,0.10566014112932391,0.0731587541718805
2022-05-31,51.290000915527344,0.4193721974918032,0.0731587541718805,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.1807237645510876,0.194089827809938,0.0047645022419886,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.14932411551096866,0.06629882813968355,0.271285686900375
2022-05-31,160.24000549316406,0.4193721974918032,0.271285686900375,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.0731587541718805,0.1807237645510876,0.194089827809938,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.17505606854111433,0.09918499106037387,0.0606655690885637
2022-05-31,44.41999816894531,0.4193721974918032,0.0606655690885637,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.271285686900375,0.0731587541718805,0.1807237645510876,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.13503667005360634,0.11816033963291055,0.2188397686128486
2022-05-31,131.39999389648438,0.4193721974918032,0.2188397686128486,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.0606655690885637,0.271285686900375,0.0731587541718805,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.18359700820059574,0.10964373045401139,0.8308964955314446
2022-05-31,467.9700012207031,0.4193721974918032,0.8308964955314446,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.2188397686128486,0.0606655690885637,0.271285686900375,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.3701339444109523,0.40679400897147605,0.1348426909594219
2022-05-31,85.20999908447266,0.4193721974918032,0.1348426909594219,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.8308964955314446,0.2188397686128486,0.0606655690885637,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.3948596517012383,0.3799473307534016,0.8277140988567588
2022-05-31,466.2200012207031,0.4193721974918032,0.8277140988567588,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.1348426909594219,0.8308964955314446,0.2188397686128486,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.5978177617825418,0.40095133004506106,0.4752864207387718
2022-06-01,272.4200134277344,0.3349642834456521,0.4752864207387718,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.8277140988567588,0.1348426909594219,0.8308964955314446,0.7339360582004885,0.7339360582004885,0.7339360582004885,0.47928107018498417,0.3464529764463831,0.2447353949722496
2022-06-01,145.63999938964844,0.3349642834456521,0.2447353949722496,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.4752864207387718,0.8277140988567588,0.1348426909594219,0.4020863106561222,0.7339360582004885,0.7339360582004885,0.5159119715225934,0.2936049536845083,0.3229314275502417
2022-06-01,188.63999938964844,0.3349642834456521,0.3229314275502417,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.2447353949722496,0.4752864207387718,0.8277140988567588,0.4020863106561222,0.4020863106561222,0.7339360582004885,0.34765108108708764,0.11724649173316523,0.2011711099335235
2022-06-01,121.68399810791016,0.3349642834456521,0.2011711099335235,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.3229314275502417,0.2447353949722496,0.4752864207387718,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.25627931081867156,0.06169554466355711,0.4286779116697656
2022-06-01,246.7899932861328,0.3349642834456521,0.4286779116697656,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.2011711099335235,0.3229314275502417,0.2447353949722496,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.3175934830511769,0.11384729442402117,0.0945808278536155
2022-06-01,63.06999969482422,0.3349642834456521,0.0945808278536155,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.4286779116697656,0.2011711099335235,0.3229314275502417,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.24147661648563487,0.17065642603614614,0.2503182413150236
2022-06-01,148.7100067138672,0.3349642834456521,0.2503182413150236,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.0945808278536155,0.4286779116697656,0.2011711099335235,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.2578589936128015,0.16717614232457403,0.3306964832059979
2022-06-01,192.9100036621093,0.3349642834456521,0.3306964832059979,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.2503182413150236,0.0945808278536155,0.4286779116697656,0.4020863106561222,0.4020863106561222,0.4020863106561222,0.2251985174582123,0.12004541253460331,0.1521913007823207
