Date,Close,roberta_positive_avg,Close_norm,Sentiment_norm,lag_close_1,lag_sentiment_1,roll_mean_3,roll_std_3,target
2022-05-31,153.08999633789062,0.4193721974918032,0.2582833066948238,0.7339360582004885,0.0226222933129734,0.7339360582004885,0.24014263561110805,0.20904118799226504,0.0115111815274246
2022-05-31,17.389999389648438,0.4193721974918032,0.0115111815274246,0.7339360582004885,0.2582833066948238,0.7339360582004885,0.09747226051174059,0.13937721704837924,0.318476077755341
2022-05-31,186.19000244140625,0.4193721974918032,0.318476077755341,0.7339360582004885,0.0115111815274246,0.7339360582004885,0.19609018865919645,0.16265869121353144,0.1348426909594219
2022-05-31,85.20999908447266,0.4193721974918032,0.1348426909594219,0.7339360582004885,0.318476077755341,0.7339360582004885,0.1549433167473958,0.15446646317843554,0.8308964955314446
2022-05-31,467.9700012207031,0.4193721974918032,0.8308964955314446,0.7339360582004885,0.1348426909594219,0.7339360582004885,0.4280717547487358,0.36073693188600375,0.2188397686128486
2022-05-31,131.39999389648438,0.4193721974918032,0.2188397686128486,0.7339360582004885,0.8308964955314446,0.7339360582004885,0.3948596517012383,0.37994733075340154,0.0606655690885637
2022-05-31,44.41999816894531,0.4193721974918032,0.0606655690885637,0.7339360582004885,0.2188397686128486,0.7339360582004885,0.3701339444109523,0.406794008971476,0.271285686900375
2022-05-31,160.24000549316406,0.4193721974918032,0.271285686900375,0.7339360582004885,0.0606655690885637,0.7339360582004885,0.18359700820059577,0.10964373045401121,0.0731587541718805
2022-05-31,51.290000915527344,0.4193721974918032,0.0731587541718805,0.7339360582004885,0.271285686900375,0.7339360582004885,0.1350366700536064,0.11816033963291037,0.1807237645510876
2022-05-31,110.44000244140624,0.4193721974918032,0.1807237645510876,0.7339360582004885,0.0731587541718805,0.7339360582004885,0.17505606854111436,0.09918499106037365,0.194089827809938
2022-05-31,117.79000091552734,0.4193721974918032,0.194089827809938,0.7339360582004885,0.1807237645510876,0.7339360582004885,0.1493241155109687,0.06629882813968321,0.0047645022419886
2022-05-31,13.68000030517578,0.4193721974918032,0.0047645022419886,0.7339360582004885,0.194089827809938,0.7339360582004885,0.12652603153433806,0.1056601411293237,0.8277140988567588
