ds,yhat,yhat_lower,yhat_upper
2021-09-30,212.89067994671976,40.02813067660097,392.13106987728696
2021-10-01,212.41773901913294,48.50644988783293,379.71295475410835
2021-10-04,213.26443941439757,41.15189341085156,384.8681616577487
2021-10-05,212.47130042072462,51.83013911554523,384.1444003913526
2021-10-06,212.7202156874111,60.955703307235346,388.1788524975339
2021-10-07,211.67289451893322,45.39657952736834,385.8775656795145
2021-10-08,211.19995359127708,39.892987530205154,376.4707334512733
2021-10-11,212.04665398667788,48.55087966638018,403.95378160556925
2021-10-12,211.25351499295328,37.12497773745312,372.7458935344174
2021-10-13,211.50243011036417,42.974184940933135,370.7538440874656
2021-10-14,210.45510879264654,45.92764526972234,383.0439410847439
2021-10-15,209.98216771573652,45.39516369452004,379.16009415402976
2021-10-18,210.82886766328812,31.330035462432505,377.7952097526284
2021-10-19,210.03572852028458,38.03502125362615,370.6638945177599
2021-10-20,210.28464363772864,27.807750601914098,378.31422233806626
2021-10-21,209.2373223200024,40.825196895028505,377.5591720032171
2021-10-22,208.76438124310113,31.429359512937467,374.9018069405429
2021-10-25,209.61108054820494,44.3057605436948,375.89273568994406
2021-10-26,208.81794119109648,44.81490153901131,393.92001045034016
2021-10-27,209.06685609437972,50.70478840880266,378.7283397037692
2021-10-28,208.0195345625023,26.1456591550661,380.2445098998741
2021-10-29,207.54659327148372,42.69938947009149,383.8389074518006
2021-11-01,208.39329257655112,31.155481412330836,379.3565519874553
2021-11-02,207.60015321945738,25.63993555974219,390.46513908369826
2021-11-03,207.8490681227437,37.675651000071014,378.3779226319739
2021-11-04,206.8017464989487,33.34524697929478,375.9905742993686
2021-11-05,206.3288051159836,33.54468377948937,391.5052086118659
2021-11-08,207.1755041452094,46.96657640814236,380.7825256432279
2021-11-09,206.38236469618153,45.48255795526719,372.4681562509833
2021-11-10,206.6312795075213,43.27530433403963,388.39741022134484
2021-11-11,205.58395788372457,44.97834068199564,378.0088312596563
2021-11-12,205.11101650077663,37.28148089747184,374.4364568121504
2021-11-15,205.95771553004383,33.262383193117664,373.4671019800589
2021-11-16,205.16457371661966,32.82764332832736,364.49659517494786
2021-11-17,205.41348616360455,24.017267689053927,375.2964454439383
2021-11-18,204.36616217544992,21.636857986547618,371.6550493433181
2021-11-19,203.89321842817435,35.935755270138,374.87223038916284
2021-11-22,204.73991036440682,36.9157461776469,374.99535201786625
2021-11-23,203.9467685509899,40.015909093797006,377.6534952221934
2021-11-24,204.19568099796817,29.638582464139493,360.3169590360295
2021-11-26,202.67541326247675,25.873402936558428,385.13883264981683
2021-11-29,203.47931816729962,27.925151253063262,362.6547278335167
2021-11-30,202.6719140101055,25.788354213292095,371.13956359144373
2021-12-01,202.90656411327572,31.47441617410931,378.8728948459867
2021-12-02,201.8449777813119,37.10203951341609,371.6548789861711
2021-12-03,201.3577716901651,35.34443622474687,382.1010101034791
2021-12-06,202.16167659498717,23.70867475172252,365.84644225185065
2021-12-07,201.35427243777207,29.66894274240364,381.83039981453504
2021-12-08,201.58892254096395,26.832263533279487,364.98968918174194
2021-12-09,200.49191236964674,41.185223605306724,377.6312361027584
2021-12-10,199.96928243921363,22.37580319339677,358.93465736327755
2021-12-13,200.66691582599182,30.508440400000516,377.82311172959504
2021-12-14,199.8240878294359,16.04064369323244,384.76631465819327
2021-12-15,200.0233140932943,30.72329337365027,365.9335579703592
2021-12-16,198.9263039219786,29.627149547470708,361.5461950934866
2021-12-17,198.40367399154596,33.808036975280395,362.97241557140944
2021-12-20,199.10130737828547,29.097142136965164,361.7521222534909
2021-12-21,198.21790625242596,37.76986925291281,372.5718788161918
2021-12-22,198.37655938690418,22.505405554692178,372.22265715932787
2021-12-23,197.23897608625202,32.94232990536443,362.1218375658263
2021-12-27,197.2516870250953,23.84378213965554,365.4738323014517
2021-12-28,196.36828589921484,12.78006216263409,360.4052096093524
2021-12-29,196.52693903371286,13.612045463765469,357.5544740354269
2021-12-30,195.38935573306222,21.72181551714435,364.19340350845846
2021-12-31,194.82615267328137,14.661741410181302,363.2354562569943
2022-01-03,195.31630699294715,26.327685968289344,370.1336592364422
2022-01-04,194.40431930734263,22.953146943299,365.2308168737367
2022-01-05,194.5343858821617,16.121206059625305,361.78005140831254
2022-01-06,193.3682160218302,13.008409373845701,366.7305205653589
2022-01-07,192.77642640238574,26.07360522941152,355.8427119447732
2022-01-10,193.26658072205066,29.353418775122663,363.5673829505748
2022-01-11,192.35459303644194,23.673024919388205,364.3363683271024
2022-01-12,192.48465961126226,22.031910788112526,359.80358277296983
2022-01-13,191.318474781557,15.904606489780496,364.6635707112553
2022-01-14,190.72667019270773,18.93038722414447,368.0078767519946
2022-01-18,190.30477694932836,24.86144539611546,354.6616671101393
2022-01-19,190.43482855478624,11.290829401382942,351.56712305037877
2022-01-20,189.26864372507097,11.453949728404774,364.23431918231097
2022-01-21,188.67683913623043,17.224776826171297,355.9134114484536
2022-01-24,189.1669485478531,28.307886356098464,365.6760073024891
2022-01-25,188.25494589286902,15.124540115046024,351.8607951978795
2022-01-26,188.38497263718205,19.490117726713596,357.044675766573
2022-01-27,187.21876294634333,18.03293976704265,373.0824938208686
2022-01-28,186.626933496395,15.368007370935649,351.77304276860787
2022-01-31,187.11696832460655,11.808419604112506,344.3645667100966
2022-02-01,186.20494080851216,6.39955386271359,344.97110009804504
2022-02-02,186.3349675528301,24.500794661902887,357.591479229153
2022-02-03,185.1687578619746,14.2754959905941,360.09578099854946
2022-02-04,184.57692841198187,18.97295010749308,351.6741994717937
2022-02-07,185.0669638491844,11.045554776777312,347.3089136411064
2022-02-08,184.15493653607413,16.061009738671903,359.87629689705045
2022-02-09,184.28496348336228,18.142861563241762,354.95227526951754
2022-02-10,183.1187539955138,-0.07816788208063451,348.7636544379707
2022-02-11,182.52692474848448,10.71920488338229,359.1532477467763
2022-02-14,183.0169601856506,20.02490575690701,363.9259427682621
2022-02-15,182.1049328725383,16.842416129288218,346.41809119453825
2022-02-16,182.23495981984445,12.234025033926438,349.31298851618834
2022-02-17,181.0687501393965,6.566424709083699,349.20735085048676
2022-02-18,180.47692069979786,15.085302028023976,356.3910375199567
2022-02-22,180.05492805351315,14.04825500807522,352.53387828356017
2022-02-23,180.1849548082264,2.356683799483268,356.3830765628779
2022-02-24,179.01874512777817,21.324691753222826,342.17767227078497
2022-02-25,178.4269156881967,8.376208403117072,355.9216490580852
2022-02-28,178.91695054754786,24.34771257929052,337.7773953597178
2022-03-01,178.0049230418902,14.482997082396158,350.91468342289653
2022-03-02,178.134949380327,21.393844067672838,350.69616908457994
2022-03-03,176.968739283623,3.4963859774687482,344.8125097128848
2022-03-04,176.37690942774012,-0.8583629646605903,339.9358004621005
2022-03-07,176.86694303825178,-1.5089580229872457,347.89429347418906
2022-03-08,175.9549151163218,9.29764154914977,335.4142819346115
2022-03-09,176.08494145475163,19.515526002691217,347.33728932438686
2022-03-10,174.91873135803942,-1.8667889331120924,339.3021900903166
2022-03-11,174.32690150219864,-5.628166654165199,338.4171179471411
2022-03-14,174.81693539979872,10.590567264245127,357.03585341557664
2022-03-15,173.90490757349346,-1.3134244539272932,336.1318684855942
2022-03-16,174.0349340076143,7.466641199240457,338.7324298414223
2022-03-17,172.86872400658328,-4.602008506112292,352.0637809890076
2022-03-18,172.2768942464391,0.4770005290583749,349.3551590737857
2022-03-21,172.76692814401946,0.33168096311696016,344.36167075240115
2022-03-22,171.85490031775194,-0.9521192278638994,337.6763191776269
2022-03-23,171.9849267518528,7.936816381539463,350.7505123575998
2022-03-24,170.8187169442228,4.206576438446808,348.22575893846374
2022-03-25,170.22688737741723,-6.250424034370917,338.6051124320278
2022-03-28,170.716921855238,-1.577771469511347,341.4351910070087
2022-03-29,169.8048942223847,-3.1096280403568777,328.0435677547859
2022-03-30,169.93492084988966,4.052537706957318,342.14014210293277
2022-03-31,168.76871104225975,-4.502832993780413,340.11725388416835
2022-04-01,168.17688147547133,-5.448029739873762,341.5786098163253
2022-04-04,168.6669159532746,3.061546912524765,339.6694351201149
2022-04-05,167.75488832040034,3.902573811834296,329.4510292362762
2022-04-06,167.8849151416571,-5.216742085662186,328.43873143999025
2022-04-07,166.7187055277488,-6.436963252304517,334.06025522924637
2022-04-08,166.12687615471606,-7.68734468486591,335.1357684494908
2022-04-11,166.61691121369242,-4.708099736570862,332.57925389489947
2022-04-12,165.70488377455564,-11.435505937464104,328.67211389254857
2022-04-13,165.8349105958022,-3.0813094062284376,342.19547477975794
2022-04-14,164.668700981889,3.3524484993956176,329.3103043064835
2022-04-18,164.56690666782154,-5.0086203466771435,341.5200912245384
2022-04-19,163.65487933698685,-13.55601285224956,331.59476196671346
2022-04-20,163.7849062665027,-1.4664095641262325,334.983107013332
2022-04-21,162.61869676088736,-6.806625987365213,332.81625781314943
2022-04-22,162.0268674960726,13.754007788179575,330.4370311626566
2022-04-25,162.51690287988194,-5.041163074776106,346.0087364267689
2022-04-26,161.60487554904523,-18.382832116216637,349.1950267565472
2022-04-27,161.7349024785809,-18.392294017234303,336.5273896404602
2022-04-28,160.56869297296709,-10.201637744930201,337.1527222465992
2022-04-29,159.97686523072593,-6.410058040393299,336.22818883797515
2022-05-02,160.46690518231276,-8.97777318600558,324.5070179745669
2022-05-03,159.55487937399747,-9.365589302813225,327.1980829599252
2022-05-04,159.68490782609965,-9.443053877167577,339.54141920483704
2022-05-05,158.51869984304207,-14.155754640491178,328.99660792669937
2022-05-06,157.92687210085126,1.0603668129480233,327.9366293570432
2022-05-09,158.41691205238496,-12.586173089591993,318.8822406722362
2022-05-10,157.50488624408433,-15.215274155686782,328.0144289559994
2022-05-11,157.66880864645762,-10.133572479760524,331.89780452232986
2022-05-12,156.53649461366956,-13.831454189535773,324.17875181586203
2022-05-13,155.9785608217472,-3.7194096024271497,328.9867317377527
2022-05-16,156.57028262406507,-13.708340713968694,330.28843554499866
2022-05-17,155.6921507660702,-10.213470640449566,314.4468045284008
2022-05-18,155.85607316842496,-14.532592947789862,331.734343324005
2022-05-19,154.7237591356287,-16.72882370653921,323.47407114365296
2022-05-20,154.16582534371508,-20.36087740552772,325.8017863949051
2022-05-23,154.98225043441687,-16.760716409795986,330.2319836774297
2022-05-24,154.17901967244214,-20.425263986845163,317.87441051711164
2022-05-25,154.41784317090227,-4.76600563185589,319.25950976307297
2022-05-26,153.36043023423215,-14.577549885337605,316.6226446185912
2022-05-27,152.87739753841564,-21.470310696339784,325.94754660527207
2022-05-31,152.89059186712095,-24.901792778615725,332.45992122175477
2022-06-01,153.12941536558597,-12.19350334040058,319.1421415933598
2022-06-02,152.07200242890727,-27.737251372622726,323.3711999310427
2022-06-03,151.67689037322185,-20.828281493324866,308.1660160672897
2022-06-06,152.75707738454688,-16.292653209650467,328.235330385441
2022-06-07,152.04176726281344,-9.048829515834136,323.9481649461455
2022-06-08,152.36851140146865,-22.56481354813307,326.93261135706973
2022-06-09,151.39901910498546,-22.844097450714383,330.34994885885527
2022-06-10,151.00390704934213,-28.37533573616149,315.17952049138717
2022-06-13,152.08409406061406,-16.596526375665388,324.9571644193383
2022-06-14,151.36878393886704,-16.778415071759703,328.3526052705789
2022-06-15,151.78146048904833,-9.343756981052707,318.1254575020161
2022-06-16,150.8979006040494,-16.4004015060836,330.64894424585634
2022-06-17,150.58872095990765,-10.431646447253039,330.8311829797834
2022-06-21,151.29732749542202,-14.603421648353823,318.28255255536703
2022-06-22,151.71000404558296,-26.80116981465463,323.6952665317199
2022-06-23,150.82644416058594,-19.86205223067412,330.3179136384941
2022-06-24,150.51726451646132,-18.45610175844095,328.4336811387038
2022-06-27,151.8552487621557,-21.29692163844989,329.80297476014204
2022-06-28,151.27563168678893,-25.166306306548528,318.104514889605
2022-06-29,151.73806887178978,-18.36361726961561,307.8273512039472
2022-06-30,150.90426962164972,-21.99546593207477,312.1859025922704
2022-07-01,150.64485061235493,-32.93022351952301,314.4750152792702
2022-07-05,151.55249968717723,-19.818063356598785,325.4825331311792
2022-07-06,152.0149368721715,-22.613958618865023,316.1147383317015
2022-07-07,151.1811376220311,-11.05305304115844,324.61897460315447
2022-07-08,150.92171861275347,-24.889354805923247,302.97156475370963
2022-07-11,152.40898757698258,-8.57519059078761,326.1830225658201
2022-07-12,151.82937143957335,-18.904185720763085,320.2488265701357
2022-07-13,152.2918095625593,-14.524357113300507,322.5208151916449
2022-07-14,151.45801125040768,-22.155668424923864,329.2327688919335
2022-07-15,151.198593179149,-22.266662907429748,325.61539466960596
2022-07-18,152.68586214337728,-4.417695176036403,319.47200222181255
2022-07-19,152.1062460059471,-14.298863417313026,313.2064433066526
2022-07-20,152.5686841289547,-14.981789870352843,314.4542607683963
2022-07-21,151.73488570145028,-25.36193461707739,329.6511903870629
2022-07-22,151.47546751477825,-9.407093896683916,323.13421834468363
2022-07-25,152.96273613297203,-18.98406085843293,316.9037284851432
2022-07-26,152.38311988023455,-23.796035023638982,320.2407620663848
2022-07-27,152.8455578878827,-18.16940228653982,325.1121819082425
2022-07-28,152.0117594603784,-14.185120312089111,313.3520197358921
2022-07-29,151.75234127370683,-18.098376881386024,327.1622682760564
2022-08-01,153.2396098918998,-18.65999291848711,323.9458385993986
2022-08-02,152.65999363916958,-28.88900662940118,312.19057677070924
2022-08-03,153.12243164681112,0.74314820350483,307.7048979163563
2022-08-04,152.28863321929003,-16.755359655407542,321.237823897424
2022-08-05,152.02921503268544,-14.444064095635524,323.17253520607784
2022-08-08,153.51648365082755,-10.16990732613529,308.2606211050129
2022-08-09,152.93686739809309,-29.27681128574578,331.8519233521182
2022-08-10,153.39930540573775,-21.547828067068497,318.455587847938
2022-08-11,152.56550697821814,-20.039397917541827,327.94674520510296
2022-08-12,152.30608879153593,-23.997893324465746,317.62721150534844
2022-08-15,153.79335740971743,-6.309821865276534,324.530232633451
2022-08-16,153.21374115703964,-22.21792745227247,316.65026536549504
2022-08-17,153.67617916466435,-18.531055141656893,326.72053720934224
2022-08-18,152.84238073716853,-16.44307016563418,318.63110810348314
2022-08-19,152.58296255048117,-10.412159142089479,323.5118139636594
2022-08-22,154.0702311687231,-2.8543071148930235,327.8810166850323
2022-08-23,153.49061491593494,-15.731155556619507,324.8894549127784
2022-08-24,153.95305292359095,-14.809990084687682,324.61359149929746
2022-08-25,153.11925449609663,-10.248139508247238,332.50510874958877
2022-08-26,152.85983630940976,-16.64357342570542,315.3310667003923
2022-08-29,154.34710492761297,-15.813668452970704,318.7501312492994
2022-08-30,153.76748867486995,-4.654668927195773,335.4956313681891
2022-08-31,154.2299266825194,-13.44578528746789,338.3350875701731
2022-09-01,153.39612825500825,-13.157262986779404,319.4563849467489
2022-09-02,153.13671006833835,-14.937550673297626,328.6002884620689
2022-09-06,154.04436243379345,-11.049921199943997,313.543041256244
2022-09-07,154.50680044144417,0.6385120790248078,329.6357097819499
2022-09-08,153.67300201395867,-28.90432094685301,326.99579881551585
2022-09-09,153.41358382730027,-4.1363344668783295,321.5129362501284
2022-09-12,154.90085244544957,-13.233526023650729,325.08218210315056
2022-09-13,154.32123619271698,-25.973904418610932,331.2726739184515
2022-09-14,154.78367420037404,-19.14985800487249,326.38746184464077
2022-09-15,153.94987577287853,-13.013591335780587,309.94390715919496
2022-09-16,153.69045758622886,-7.80542953766092,320.6181344221863
2022-09-19,155.17772620443628,-19.64986507197201,322.43256962483673
2022-09-20,154.59810995166353,-23.04823193448831,322.93574944748536
2022-09-21,155.06054795930064,-4.906792662963583,323.6306986601504
2022-09-22,154.22674953180663,-17.59402621408556,327.21594332776607
2022-09-23,153.9673313451741,-8.24174982878435,331.7850101034462
2022-09-26,155.45459996334512,-14.742883845519975,325.5066476904454
2022-09-27,154.87498371058706,-13.720554937389185,326.11800586556353
2022-09-28,155.33742171822905,-6.984727203195337,319.2615760622597
2022-09-29,154.50362329072647,-22.675177148101145,328.38653149086906
2022-09-30,154.2442051040413,-7.3127482336272704,322.0682944068388
2022-10-01,181.32669945979688,13.602307328801038,354.7537015061297
2022-10-02,181.36624690744162,10.21681094783959,339.5113279952525
2022-10-03,155.73147372227288,-16.394453255536263,331.9270602362024
2022-10-04,155.15185746952204,-19.526358738103717,330.54450313827084
2022-10-05,155.6142954771553,-6.36517198878456,321.94368617692965
2022-10-06,154.78049704965457,-6.169302321065497,337.13585314426797
2022-10-07,154.52107886298657,-16.576275897599107,330.92838281924134
