ds,yhat,yhat_lower,yhat_upper
2022-10-08,181.60357321875506,-19.238460154261652,358.4661859748118
2022-10-09,181.643120666338,10.870543497987558,356.71270464489515
2022-10-10,156.00834748118174,-13.844010603272112,327.05635981473625
2022-10-11,155.42873122842886,-6.358927842851176,322.94029372571856
2022-10-12,155.8911692360819,-12.446514158038394,318.5164250128129
2022-10-13,155.05737080856622,-11.531054557089245,321.29802602944187
2022-10-14,154.79795262191513,-35.09241026403423,332.88354911844675
2022-10-15,181.88044697759227,14.502563927861008,360.66091237322206
2022-10-16,181.91999442533086,13.14059784366089,349.81876327384197
2022-10-17,156.2852212401095,-26.074640477341344,327.0646014755343
2022-10-18,155.70560498736393,-9.847259076439784,316.67826503641567
2022-10-19,156.1680429950085,-11.82919697563542,321.9670277484982
2022-10-20,155.33424456749432,-5.973921151449367,329.4325061294719
2022-10-21,155.07482638086037,-15.957267189908253,321.70532968334703
2022-10-22,182.15732073655042,16.562910115017175,354.41456862030986
2022-10-23,182.19686818424992,16.782348519565492,346.254504324761
2022-10-24,156.56209499899938,-0.8713086099543597,329.4463814481721
2022-10-25,155.98247874628743,-12.057666828288355,323.67996264238246
2022-10-26,156.44491675393692,-2.338405737769715,331.7857778715495
2022-10-27,155.6111183264447,-18.258824739513724,329.9383736091668
2022-10-28,155.351700139789,-16.17019838856076,307.05157896357656
2022-10-29,182.4341944954868,13.954626827678705,348.17905074821175
